"","orf_name","quality","protogene","barflex_space","overexpression_relative_fitness","overexpression_competitive_fitness","expr_level","Length","percent_disorder","overlap","loss_fitness","no_helices_TMHMM","no_helices_PHOBIUS","GC","percent_phobius","percent_tmhmm","strain_goodalign","strained_conserved_orf","strain_pi"
"163","YBL048W","Dubious","Emerging ORFs","yes","unchanged",0.832,0.118671529717499,312,0.00970874,0,1.0315,2,2,0.311,0.427184466019417,0.47252427184466,2000,578,0.00172867
"164","YBL049W","Verified","Established ORFs","yes","unchanged",0.476,-0.22314355131421,417,0.369565,0,1.0103,0,0,0.391,0,0,2012,2012,0.0024067
"165","YBL050W","Verified","Established ORFs","no",NA,NA,3.43887844862984,995,0.339041,0,0.764466666666667,0,0,0.4,0,0,2014,0,0.00188317
"166","YBL051C","Verified","Established ORFs","yes","decreased",-0.495,1.32388690099127,2007,0.796407,0,0.917,0,0,0.391,0,1.49700598802395e-05,1948,1939,0.00431914
"167","YBL052C","Verified","Established ORFs","no",NA,NA,2.04769284336526,2496,0.415162,1,1.004,0,0,0.355,0,0,982,962,0.00539333
"168","YBL053W","Dubious","Emerging ORFs","no",NA,NA,-0.558616287602339,375,0.709677,1,0.984,1,1,0.376,0.153225806451613,0.176532258064516,2012,2006,0.00745123
"169","YBL054W","Uncharacterized","Established ORFs","yes","decreased",-2.721,2.27500832522381,1578,0.83619,0,1.033,0,0,0.416,0,0,1910,1893,0.00442746
"170","YBL055C","Verified","Established ORFs","yes","unchanged",NA,2.86801253195162,1257,0.181818,0,1.0148,0,0,0.406,0,0,1992,1982,0.00557089
"171","YBL056W","Verified","Established ORFs","yes","decreased",-0.647,3.77757690887522,1407,0.472222,0,1.0225,0,0,0.39,0,0,2010,2009,0.00200516
"172","YBL057C","Verified","Established ORFs","yes","unchanged",NA,3.50492656742463,645,0.317757,0,1.0343,1,0,0.425,0,0.0864953271028037,1994,1984,0.00200431
"173","YBL058W","Verified","Established ORFs","yes","unchanged",0.014,3.36079196702712,1272,0.640662,0,0.773,0,0,0.442,0,0,1950,1947,0.00820092
"174","YBL059C-A","Uncharacterized","Established ORFs","yes","unchanged",0.217,2.99518212224851,415,0.688073,0,0.754,0,0,0.376,0,0,1986,0,0.00282584
"175","YBL059W","Uncharacterized","Established ORFs","no",NA,NA,1.72899714749174,651,0.284974,0,0.9118,2,2,0.392,0.207253886010363,0.208549222797927,2002,0,0.00438059
"176","YBL060W","Uncharacterized","Established ORFs","no",NA,NA,2.03979073605004,2064,0.403202,0,0.9915,0,0,0.378,0,1.45560407569141e-05,1972,1966,0.00513472
"177","YBL061C","Verified","Established ORFs","no",NA,NA,2.74200064047176,2091,0.579023,1,1.0023,0,0,0.394,0,0,1518,1347,0.00528487
"178","YBL063W","Verified","Established ORFs","yes","decreased",-3.405,0.688637025082059,3336,0.59856,0,1.0228,0,0,0.362,0,1.8001800180018e-05,1976,1976,0.00347214
"179","YBL064C","Verified","Established ORFs","yes","unchanged",NA,2.16630707470142,786,0.195402,0,1.0082,0,0,0.419,0,0,2008,1954,0.0036765
"180","YBL065W","Dubious","Emerging ORFs","no",NA,NA,0.188137942115394,345,0.236842,1,0.9845,1,2,0.386,0.333333333333333,0.296228070175439,1966,1827,0.00200809
"181","YBL066C","Verified","Established ORFs","no",NA,NA,-0.29975465368605,3447,0.59669,1,0.9958,0,0,0.403,0,0.000104529616724739,1982,1980,0.00350538
"182","YBL067C","Verified","Established ORFs","no",NA,NA,1.80005827204275,2244,0.558233,0,0.9353,0,0,0.372,0,9.37081659973226e-05,1998,1991,0.00358554
"183","YBL068W","Verified","Established ORFs","no",NA,NA,3.29509585077961,984,0.180428,0,1.0092,0,0,0.39,0,6.11620795107034e-05,2014,2014,0.00235513
"184","YBL069W","Verified","Established ORFs","no",NA,NA,1.99565224095013,1290,0.214452,1,0.9985,0,0,0.406,0,0.00671328671328671,2006,2006,0.00184369
"185","YBL070C","Dubious","Emerging ORFs","no",NA,NA,0.911077164821268,321,0.0283019,1,1.0195,2,1,0.384,0.179245283018868,0.462075471698113,2018,1802,0.00394703
"186","YBL071C","Dubious","Emerging ORFs","yes","unchanged",0.311,-0.320205264157341,309,0.352941,1,0.972,0,0,0.363,0,0.208137254901961,1958,1655,0.00580349
"187","YBL071C-B","Uncharacterized","Emerging ORFs","yes","unchanged",1.018,2.78581338956793,99,0.28125,0,0.55,0,0,0.333,0,0.0346875,2016,2008,0.00325199
"188","YBL071W-A","Verified","Established ORFs","yes","decreased",-0.151,3.24161531183769,249,0.353659,1,0.564,0,0,0.451,0,0,2002,2002,0.00769226
"189","YBL072C","Verified","Established ORFs","yes","decreased",0.68,4.84982470846935,918,0.545,0,0.571,0,0,0.437,0,0,1996,1996,0.000661217
"190","YBL073W","Dubious","Emerging ORFs","yes","unchanged",0.075,-1.99510039324608,312,0.106796,1,NA,0,2,0.408,0.368932038834951,0.0809708737864078,1888,1819,0.00653816
"191","YBL074C","Verified","Established ORFs","yes","unchanged",0.33,1.80910810756267,1068,0.295775,1,0.729733333333333,0,0,0.381,0,0.000338028169014085,2010,2004,0.00354127
"192","YBL075C","Verified","Established ORFs","no",NA,NA,1.83306134858516,1950,0.460709,0,1.0248,0,0,0.416,0,1.54083204930663e-05,1980,1974,0.00543272
"193","YBL076C","Verified","Established ORFs","yes","decreased",-1.149,3.66563641538354,3219,0.137127,1,0.866633333333333,0,0,0.389,0,2.79850746268657e-05,1982,1981,0.00284554
"194","YBL077W","Dubious","Established ORFs","no",NA,NA,-6.90775527898214,432,0.195804,1,NA,0,0,0.354,0,0.00979020979020979,2016,2010,0.000887192
"195","YBL078C","Verified","Established ORFs","yes","unchanged",-0.052,1.82164184370992,354,0.376068,0,0.8428,0,0,0.399,0,0.0216239316239316,2018,1976,0.00139663
"196","YBL079W","Verified","Established ORFs","yes","decreased",-0.065,1.68306005230471,4509,0.23968,0,0.627,0,0,0.373,0,0.0029693741677763,1846,1843,0.00389908
"197","YBL080C","Verified","Established ORFs","yes","unchanged",0.017,1.71775405591756,1626,0.207024,0,0.466,0,0,0.412,0,1.84842883548983e-05,1978,1973,0.00514472
"198","YBL081W","Uncharacterized","Established ORFs","yes","decreased",0.108,1.44809476202534,1107,0.972826,0,0.8902,0,0,0.448,0,0,1030,941,0.00428886
"199","YBL082C","Verified","Established ORFs","yes","unchanged",0.084,2.20783475644823,1377,0.100437,1,1.0102,9,10,0.479,0.462882096069869,0.439454148471616,2004,2004,0.00310115
"200","YBL084C","Verified","Established ORFs","no",NA,NA,1.35170291635027,2277,0.348285,0,0.73774,0,0,0.372,0,6.59630606860158e-05,1898,990,0.00279289
"201","YBL085W","Verified","Established ORFs","no",NA,NA,1.77104642763051,2943,0.760204,0,1.0187,0,0,0.4,0,0,1980,1972,0.00371214
"202","YBL086C","Uncharacterized","Established ORFs","yes","unchanged",1.046,2.02485335139543,1401,0.600858,0,0.9572,0,0,0.412,0,0,1988,1982,0.00401809
"203","YBL087C","Verified","Established ORFs","yes","unchanged",NA,5.34161629094318,918,0.240876,0,0.8575,0,0,0.472,0,0.00116788321167883,1664,0,0.00487138
"204","YBL088C","Verified","Established ORFs","no",NA,NA,0.19638881400539,8364,0.132759,0,1.0038,0,0,0.358,0,0.00138500179404377,1952,1942,0.00320554
"205","YBL089W","Verified","Established ORFs","yes","unchanged",0.852,2.46920061996638,1380,0.148148,0,0.9787,9,8,0.388,0.355119825708061,0.512418300653595,2000,2000,0.00370264
"206","YBL090W","Verified","Established ORFs","yes","decreased",0.883,3.38645592500712,534,0.949153,0,0.3145,0,0,0.394,0,0,2012,2012,0.00342774
"207","YBL091C","Verified","Established ORFs","yes","unchanged",0.308,2.887534403076,1266,0.268409,0,0.966,0,0,0.434,0,0,2006,2004,0.00182368
"208","YBL091C-A","Verified","Established ORFs","yes","decreased",0.448,1.61681066676351,616,0.228571,0,1.014,1,1,0.44,0.108571428571429,0.104057142857143,2000,0,0.00480161
"209","YBL092W","Verified","Established ORFs","yes","decreased",0.874,5.83271204512041,726,0.553846,0,NA,0,0,0.446,0,0,2022,2022,0.00021073
"210","YBL093C","Verified","Established ORFs","yes","decreased",0.197,3.99640091789197,663,0.654545,0,NA,0,0,0.444,0,0,2014,2014,0.00126227
"211","YBL095W","Uncharacterized","Established ORFs","yes","decreased",NA,3.014014137232,813,0.166667,1,0.9848,0,0,0.432,0,0.0192592592592593,1998,1997,0.00516714
"212","YBL096C","Dubious","Emerging ORFs","yes","unchanged",0.065,-0.796287939479459,309,0.264706,1,0.994,0,0,0.448,0,0.0211764705882353,1806,1573,0.00550606
"213","YBL097W","Verified","Established ORFs","yes","decreased",-3.482,1.39227643279744,2265,0.612732,0,0.75914,0,0,0.378,0,1.3262599469496e-05,1986,1985,0.0042718
"214","YBL098W","Verified","Established ORFs","yes","unchanged",0.113,2.65928003673278,1383,0.169565,0,1.0072,0,0,0.386,0,0.0259565217391304,1990,1984,0.003242
"215","YBL099W","Verified","Established ORFs","yes","unchanged",-0.076,2.75817281050542,1638,0.284404,1,NA,0,0,0.438,0,3.6697247706422e-05,1942,1942,0.00157175
"216","YBL100C","Dubious","Established ORFs","yes","decreased",0.447,-1.40649706843741,315,0.423077,1,1.0175,1,1,0.436,0.153846153846154,0.18625,866,761,0.00111845
"217","YBL100W-C","Uncharacterized","Emerging ORFs","yes","unchanged",NA,-2.00991547903123,120,0.282051,0,0.989,0,0,0.368,0,0.00205128205128205,1958,1860,0.00604057
"218","YBL101C","Verified","Established ORFs","yes","decreased",NA,0.35697489894773,3354,0.669651,0,1.0368,0,0,0.414,0,8.95255147717099e-06,1978,1942,0.00316513
"219","YBL102W","Verified","Established ORFs","yes","unchanged",0.049,3.79353221937553,648,0.302326,0,0.9902,4,4,0.448,0.381395348837209,0.406372093023256,2008,2008,0.00146991
"220","YBL103C","Verified","Established ORFs","yes","decreased",NA,2.02498535588378,1461,0.87037,0,0.6907,0,0,0.397,0,0,1998,1997,0.00272179
"221","YBL104C","Uncharacterized","Established ORFs","yes","decreased",-1.377,1.10591886385055,3117,0.2842,0,0.934,0,0,0.39,0,2.89017341040462e-05,1676,1674,0.00232198
"222","YBL105C","Verified","Established ORFs","no",NA,-1.278,1.41779302817926,3456,0.52563,0,0.790363636363636,0,0,0.388,0,0,1868,1867,0.00266527
"223","YBL106C","Verified","Established ORFs","no",NA,NA,0.740030766458796,3033,0.162376,0,1.0077,0,0,0.389,0,0.000376237623762376,1960,1791,0.00528265
"224","YBL107C","Uncharacterized","Established ORFs","yes","decreased",NA,3.1414762876067,591,0.510204,0,1.0185,0,0,0.374,0,0,2006,1989,0.00461744
"225","YBL107W-A","Dubious","Established ORFs","yes","unchanged",1.8,-6.90775527898214,105,0.147059,0,NA,0,0,0.284,0,0,732,724,0.00435178
"226","YBL108C-A","Uncharacterized","Established ORFs","no",NA,NA,-6.90775527898214,129,0.309524,0,0.9865,0,0,0.492,0,0.000238095238095238,356,356,0.00645384
"227","YBL108W","Dubious","Emerging ORFs","yes","unchanged",NA,-1.84516024595517,306,0.0792079,0,NA,0,0,0.422,0,0.04,142,129,0.0284649
"228","YBL109W","Dubious","Established ORFs","no",NA,NA,-6.90775527898214,336,0.72973,0,NA,0,0,0.462,0,0.00891891891891892,8,6,0.0176065
"229","YBL111C","Uncharacterized","Established ORFs","yes","decreased",-0.409,-6.90775527898214,2103,0.233883,0,1.0645,0,0,0.449,0,0.00152923538230885,58,0,0.000113082
"230","YBL112C","Uncharacterized","Established ORFs","no",NA,0.108,-6.90775527898214,318,0.104762,1,1.033,0,0,0.429,0,9.52380952380952e-05,12,4,0.00219868
"231","YBL113C","Uncharacterized","Established ORFs","no",NA,NA,-1.8773173575897,2379,0.611111,1,1.024,0,1,0.469,0.0202020202020202,0.00195707070707071,0,0,0.00316917
"232","YBR001C","Verified","Established ORFs","yes","decreased",-0.051,1.47224267325626,2343,0.239744,0,1.0108,0,0,0.394,0,8.97435897435897e-05,1974,1968,0.00322397
"233","YBR002C","Verified","Established ORFs","no",NA,NA,3.24543985599375,861,0.230769,0,0.997,0,0,0.423,0,6.99300699300699e-05,1994,1980,0.00294185
"234","YBR003W","Verified","Established ORFs","yes","decreased",0.199,2.04368482196772,1422,0.357294,0,0.7405,0,0,0.406,0,0.000338266384778013,1980,1980,0.00322561
"235","YBR004C","Verified","Established ORFs","no",NA,NA,1.84118435255558,1302,0.0646651,0,0.948966666666667,8,9,0.343,0.454965357967667,0.401270207852194,2000,1953,0.00255996
"236","YBR005W","Verified","Established ORFs","yes","unchanged",-0.189,2.65591444668168,642,0.755869,0,0.991,1,1,0.469,0.0985915492957746,0.107230046948357,1998,1986,0.00383093
"237","YBR006W","Verified","Established ORFs","no",NA,NA,1.53190870992486,1494,0.17505,0,1.006,0,0,0.408,0,0.000120724346076459,1970,1961,0.00371604
"238","YBR007C","Uncharacterized","Established ORFs","yes","unchanged",-0.125,1.13365763041091,2211,0.802989,0,1.0152,0,0,0.385,0,2.71739130434783e-05,1896,1813,0.00361647
"239","YBR008C","Verified","Established ORFs","yes","decreased",NA,1.47613506511968,1647,0.182482,0,1.0195,12,12,0.412,0.47992700729927,0.484343065693431,1938,1889,0.00449803
"240","YBR009C","Verified","Established ORFs","yes","unchanged",-0.015,6.10067987342718,312,0.417476,0,0.9553,0,0,0.43,0,0,1988,1986,0.000981199
"241","YBR010W","Verified","Established ORFs","yes","unchanged",0.184,6.63819599230994,411,0.470588,0,0.994,0,0,0.434,0,0,2014,1976,0.00145674
"242","YBR011C","Verified","Established ORFs","yes","unchanged",NA,4.08846061906313,864,0.320558,0,0.7187,0,0,0.427,0,0,2016,2016,0.00208498
"243","YBR012C","Dubious","Established ORFs","yes","unchanged",-0.465,3.19540246868256,420,0.115108,0,1.035,0,0,0.338,0,0,424,420,0.0106068
"244","YBR013C","Uncharacterized","Emerging ORFs","yes","unchanged",0.148,1.33526419000711,390,0.162791,0,1.0185,0,0,0.331,0,0.0211627906976744,1740,1734,0.00471371
"245","YBR014C","Uncharacterized","Established ORFs","yes","unchanged",0.098,3.48047056255666,612,0.418719,0,0.9947,1,0,0.391,0,0.0899507389162562,2010,2006,0.00378621
"246","YBR015C","Verified","Established ORFs","yes","decreased",-0.047,1.90016534307184,1794,0.298157,0,1.0072,1,0,0.417,0,0.0366499162479062,1996,1996,0.00530477
"247","YBR016W","Uncharacterized","Established ORFs","yes","unchanged",-0.005,2.46410852715072,387,0.84375,0,1.018,0,0,0.51,0,0.008125,1094,1083,0.003478
"248","YBR017C","Verified","Established ORFs","no",NA,NA,2.45564946872088,2757,0.137255,0,0.8165,0,0,0.39,0,0.000991285403050109,616,136,0.0028847
"249","YBR018C","Verified","Established ORFs","yes","unchanged",0.229,0.583332314552739,1101,0.229508,0,1.0145,0,0,0.384,0,0.000163934426229508,1908,1905,0.00340249
"250","YBR019C","Verified","Established ORFs","yes","unchanged",-0.629,-1.44392347395653,2100,0.0872675,0,0.9835,0,0,0.402,0,0.00118741058655222,1926,1918,0.00248869
"251","YBR020W","Verified","Established ORFs","yes","unchanged",-1.097,-0.76142602131324,1587,0.111742,0,0.9925,0,0,0.415,0,0.000984848484848485,1910,1849,0.00246718
"252","YBR021W","Verified","Established ORFs","yes","decreased",0.165,0.674983209932274,1902,0.153239,0,NA,13,12,0.4,0.394944707740916,0.419889415481833,1912,1861,0.00357
"253","YBR022W","Verified","Established ORFs","yes","unchanged",0.301,3.00780905477944,534,0.20339,0,1.0003,0,0,0.382,0,0.00694915254237288,2002,1998,0.00490434
"254","YBR023C","Verified","Established ORFs","yes","decreased",0.005,2.43860089691149,3498,0.364807,0,0.993,6,6,0.392,0.111587982832618,0.118660944206009,1974,1974,0.0036405
"255","YBR024W","Verified","Established ORFs","yes","decreased",-0.955,1.87594741965308,906,0.262458,0,1.002,0,1,0.4,0.0564784053156146,0.031328903654485,2000,1991,0.00449732
"256","YBR025C","Verified","Established ORFs","yes","unchanged",-0.422,4.63679481410628,1185,0.213198,0,0.8862,0,0,0.396,0,0.000558375634517767,2012,2012,0.00197265
"257","YBR026C","Verified","Established ORFs","yes","unchanged",0.837,2.32912964821616,1143,0.252632,0,0.7155,0,0,0.388,0,2.63157894736842e-05,1986,1979,0.00557152
"258","YBR027C","Dubious","Emerging ORFs","no",NA,NA,1.74641336746118,333,0.0636364,0,0.984,2,1,0.345,0.181818181818182,0.375636363636364,1894,1320,0.0043385
"259","YBR028C","Uncharacterized","Established ORFs","yes","unchanged",0.096,2.10046890887191,1578,0.451429,0,0.9935,0,0,0.382,0,0,1996,1995,0.00226214
"260","YBR029C","Verified","Established ORFs","no",NA,0.856,1.93730177451871,1374,0.164114,0,0.889133333333333,6,8,0.385,0.361050328227571,0.337899343544858,2000,1995,0.00210751
"261","YBR030W","Uncharacterized","Established ORFs","yes","decreased",-1.026,2.35375337956844,1659,0.398551,0,0.9832,0,0,0.405,0,0.000108695652173913,286,269,0.00545654
"262","YBR031W","Verified","Established ORFs","yes","unchanged",-0.228,3.6582655954961,1089,0.400552,0,0.904,0,0,0.483,0,0.00292817679558011,634,634,0.00179073
"263","YBR032W","Dubious","Emerging ORFs","no",NA,NA,0.471252848646167,303,0.04,0,1.018,0,0,0.437,0,1e-04,2000,1864,0.00697392
"264","YBR033W","Uncharacterized","Established ORFs","yes","decreased",-0.091,-1.17441400208439,2760,0.454842,0,1.043,0,1,0.387,0.0184983677910773,0.0232208922742111,1928,1838,0.00591358
"265","YBR034C","Verified","Established ORFs","yes","unchanged",-0.272,4.09205861810827,1047,0.244253,0,0.9605,0,0,0.407,0,0.000632183908045977,1996,1996,0.0015506
"266","YBR035C","Verified","Established ORFs","yes","unchanged",-0.241,3.46157099158558,687,0.469298,0,0.4735,0,0,0.434,0,0,2000,2000,0.00260575
"267","YBR036C","Verified","Established ORFs","yes","unchanged",0.204,3.18593932462194,1233,0.234146,0,0.6375,8,9,0.434,0.404878048780488,0.450536585365854,1970,1968,0.00435518
"268","YBR037C","Verified","Established ORFs","yes","unchanged",0.021,2.04795087458847,888,0.230508,0,0.7495,0,1,0.451,0.0542372881355932,0.0376610169491525,1976,1976,0.00409962
"269","YBR038W","Verified","Established ORFs","yes","decreased",-0.525,0.864576296187476,2892,0.387331,0,1.011,7,8,0.404,0.170301142263759,0.168317757009346,1872,1863,0.00367326
"270","YBR039W","Verified","Established ORFs","yes","unchanged",NA,2.98163334917449,936,0.344051,0,0.407,0,0,0.391,0,3.21543408360129e-05,1992,1992,0.00351246
"271","YBR040W","Verified","Established ORFs","yes","unchanged",0.26,0.359072068538454,897,0.157718,0,1.019,4,4,0.349,0.305369127516779,0.299395973154362,1946,1924,0.00404207
"272","YBR041W","Verified","Established ORFs","yes","decreased",NA,2.28604912435395,2010,0.140508,0,0.991,3,2,0.377,0.0568011958146487,0.0858295964125561,1936,1935,0.00376108
"273","YBR042C","Verified","Established ORFs","yes","unchanged",-0.176,3.20805751743232,1194,0.168766,0,0.985,4,4,0.371,0.201511335012594,0.213652392947103,1932,1927,0.00569269
"274","YBR043C","Verified","Established ORFs","yes","decreased",-0.708,2.53868435546847,2070,0.349782,0,0.999,12,12,0.41,0.364296081277213,0.377300435413643,1958,1882,0.00357377
"275","YBR044C","Verified","Established ORFs","no",NA,NA,2.31332718952595,1722,0.200698,0,0.9417,0,0,0.391,0,0.00043630017452007,1960,1949,0.00506115
"276","YBR045C","Verified","Established ORFs","no",NA,NA,0.539413080617903,1722,0.884817,0,0.9898,0,0,0.364,0,0,1984,1978,0.0041927
"277","YBR046C","Verified","Established ORFs","yes","unchanged",-0.362,1.98732625277203,1005,0.110778,0,1.0163,0,2,0.39,0.101796407185629,0.0381736526946108,1986,1979,0.00259645
"278","YBR047W","Uncharacterized","Established ORFs","yes","unchanged",0.144,2.31283240944559,528,0.302857,0,0.9715,0,0,0.368,0,0.00108571428571429,1996,1995,0.00347623
"279","YBR048W","Verified","Established ORFs","yes","unchanged",0.339,4.13864848777863,982,0.333333,0,0.7287,0,0,0.44,0,0.000256410256410256,984,0,0.00618093
"280","YBR049C","Verified","Established ORFs","yes","decreased",NA,1.78154076903372,2433,0.754321,0,0.8355,0,0,0.388,0,0,1976,1976,0.00268252
"281","YBR050C","Verified","Established ORFs","yes","decreased",-0.06,0.0544881852840696,1017,0.550296,1,1.034,0,0,0.393,0,0.00144970414201183,1826,1763,0.00456913
"282","YBR051W","Dubious","Emerging ORFs","no",NA,NA,-1.37832619147071,351,0.353448,1,1.0155,2,2,0.374,0.336206896551724,0.381206896551724,2014,1835,0.00263522
"283","YBR052C","Verified","Established ORFs","yes","unchanged",0.294,3.37451111639965,633,0.190476,0,0.9945,0,0,0.444,0,0.000476190476190476,2002,1981,0.00249171
"284","YBR053C","Uncharacterized","Established ORFs","yes","unchanged",0.325,2.67999360331968,1077,0.223464,0,0.9945,0,0,0.39,0,0,1998,1998,0.0048088
"285","YBR054W","Verified","Established ORFs","yes","decreased",0.156,1.51666451228175,1035,0.258721,0,1.0125,7,7,0.408,0.415697674418605,0.445174418604651,1980,1978,0.00330603
